S.No,date,time,product_name,quantity,unit_price,total_amount,payment_mode,transaction_type
3172,05-02-2024,13:47,Sant Dal,3,463.25,1389.75,Cash,Phone Order
3173,05-02-2024,05:24,"Ahuja, Toothpaste",2,468.51,937.02,UPI,Phone Order
3174,05-02-2024,21:39,"Suresh, Salt",3,254.66,763.98,Credit,Walk-in
3175,05-02-2024,11:44,Rao-Bansal Spices,3,130.9,392.7,UPI,Delivery
3176,05-02-2024,04:26,Bora-Bhalla Rice,5,71.58,357.88,UPI,Walk-in
3177,05-02-2024,16:21,Dua Pulses,1,411.32,411.32,Cash,Walk-in
3178,05-02-2024,15:26,Mangat Soft Drinks,1,311.9,311.9,UPI,Walk-in
3179,05-02-2024,18:29,"Vasa, Chocolates",4,472.52,1890.08,UPI,Phone Order
3180,05-02-2024,05:44,Salvi-Saraf Coffee,2,465.01,930.01,Cash,Walk-in
3181,05-02-2024,13:11,"Ahuja, Toothpaste",2,445.08,890.17,Cash,Walk-in
3182,05-02-2024,11:31,Dhillon-Karan Rice,4,11.46,45.83,UPI,Delivery
3183,05-02-2024,11:58,Kade-Srinivasan Tea,3,111.99,335.97,Cash,Walk-in
3184,05-02-2024,04:37,"Dugar, Biscuits",4,39.35,157.39,Credit,Delivery
3185,05-02-2024,00:58,Mammen Soap,3,206.91,620.73,UPI,Walk-in
3186,05-02-2024,00:48,Sethi Masala,5,319.4,1597.0,Cash,Walk-in
3187,05-02-2024,21:39,Kade-Srinivasan Tea,3,111.99,335.97,Credit,Walk-in
3188,05-02-2024,19:24,"Saini, Juice",2,419.13,838.26,Cash,Walk-in
3189,05-02-2024,22:05,Sheth-Merchant Salt,4,413.2,1652.8,Cash,Walk-in
3190,05-02-2024,21:17,Nayak Dal,1,217.93,217.93,Credit,Walk-in
3191,05-02-2024,05:56,"Dora, Pulses",1,206.15,206.15,Cash,Walk-in
3192,05-02-2024,00:21,Palla-Muni Biscuits,5,321.18,1605.9,Credit,Phone Order
3193,05-02-2024,05:16,Dua Pulses,2,411.32,822.64,UPI,Walk-in
3194,05-02-2024,02:03,Raman Toothpaste,1,10.9,10.9,Cash,Walk-in
3195,05-02-2024,03:07,Sha Tea,2,89.35,178.7,UPI,Delivery
3196,05-02-2024,19:17,"Barad, Salt",3,182.95,548.85,Cash,Walk-in
3197,05-02-2024,06:40,Buch-Sehgal Coffee,3,448.09,1344.27,Credit,Delivery
3198,05-02-2024,20:46,Handa Soap,5,79.05,395.25,Credit,Delivery
3199,05-02-2024,18:19,"Ganesh, Soap",1,32.83,32.83,Cash,Walk-in
3200,05-02-2024,17:22,Ramesh Dal,3,42.76,128.28,Cash,Walk-in
3201,05-02-2024,08:39,Narasimhan Salt,5,19.07,95.35,UPI,Phone Order
3202,05-02-2024,04:43,"Dora, Pulses",1,206.15,206.15,Credit,Walk-in
3203,05-02-2024,06:51,Sunder-Kapadia Tea,2,268.66,537.32,Cash,Phone Order
3204,05-02-2024,00:49,Kade-Srinivasan Tea,1,106.39,106.39,Credit,Delivery
3205,05-02-2024,07:07,"Ganesh, Soap",5,31.1,155.52,UPI,Walk-in
3206,05-02-2024,15:00,Aurora-Madan Namkeen,5,91.87,459.35,UPI,Walk-in
3207,05-02-2024,03:06,Jaggi-Sule Masala,3,332.89,998.67,Cash,Walk-in
3208,05-02-2024,04:13,"Manda, Coffee",1,56.6,56.6,Cash,Walk-in
3209,05-02-2024,02:14,Memon Chocolates,5,445.43,2227.15,UPI,Walk-in
3210,05-02-2024,21:12,Chhabra-Aurora Tea,4,373.07,1492.27,Cash,Phone Order
3211,05-02-2024,06:30,Patil-Narain Pulses,1,433.27,433.27,Credit,Walk-in
3212,05-02-2024,00:12,"Venkatesh, Shampoo",4,436.26,1745.04,UPI,Phone Order
3213,05-02-2024,18:49,"Mani, Dal",5,402.93,2014.65,UPI,Phone Order
3214,06-02-2024,04:41,"Parsa, Chocolates",2,452.18,904.36,UPI,Walk-in
3215,06-02-2024,08:59,Madan-Divan Chocolates,5,55.28,276.4,Credit,Phone Order
3216,06-02-2024,14:33,Ganguly-Loke Namkeen,5,99.44,497.18,Credit,Walk-in
3217,06-02-2024,15:42,"Narayan, Toothpaste",4,226.48,905.92,UPI,Phone Order
3218,06-02-2024,07:39,Naidu-Bhandari Rice,4,225.76,903.03,UPI,Walk-in
3219,06-02-2024,01:49,Raman Tea,3,258.72,776.16,Credit,Phone Order
3220,06-02-2024,23:31,Ratta Soft Drinks,1,165.89,165.89,UPI,Walk-in
3221,06-02-2024,03:13,"Lata, Namkeen",1,449.83,449.83,Cash,Walk-in
3222,06-02-2024,17:44,Raman Tea,5,258.72,1293.6,Credit,Walk-in
3223,06-02-2024,05:52,Issac Soft Drinks,5,420.33,2101.65,UPI,Walk-in
3224,06-02-2024,03:50,"Vasa, Chocolates",4,472.52,1890.08,Cash,Walk-in
3225,06-02-2024,20:57,"Vasa, Chocolates",5,472.52,2362.6,Cash,Delivery
3226,06-02-2024,13:40,Issac Soft Drinks,1,378.3,378.3,UPI,Walk-in
3227,06-02-2024,23:11,Sant Dal,2,463.25,926.5,Credit,Walk-in
3228,06-02-2024,14:47,Handa Soap,1,75.1,75.1,Cash,Phone Order
3229,06-02-2024,23:18,"Dora, Pulses",4,206.15,824.6,Cash,Walk-in
3230,06-02-2024,23:16,Salvi-Saraf Coffee,3,440.53,1321.6,Credit,Walk-in
3231,06-02-2024,00:58,Narasimhan Salt,3,19.07,57.21,UPI,Walk-in
3232,06-02-2024,07:20,Datta-Solanki Soap,3,383.24,1149.72,UPI,Walk-in
3233,06-02-2024,19:24,"Suresh, Salt",4,241.93,967.71,Cash,Walk-in
3234,06-02-2024,20:38,"Bobal, Salt",2,479.79,959.58,Credit,Walk-in
3235,06-02-2024,01:06,"Bobal, Salt",4,479.79,1919.16,UPI,Walk-in
3236,06-02-2024,09:07,Palla-Muni Biscuits,1,321.18,321.18,Credit,Walk-in
3237,06-02-2024,09:49,"Venkatesh, Shampoo",2,436.26,872.52,Credit,Walk-in
3238,06-02-2024,04:11,Chandran-Vyas Toothpaste,3,183.02,549.05,Cash,Walk-in
3239,06-02-2024,13:35,Buch Shampoo,1,182.14,182.14,Cash,Phone Order
3240,06-02-2024,17:09,Salvi-Saraf Coffee,3,440.53,1321.6,Cash,Walk-in
3241,06-02-2024,19:25,"Dugar, Biscuits",2,41.53,83.07,Credit,Phone Order
3242,06-02-2024,21:56,"Sanghvi, Wheat Flour",4,86.8,347.18,Cash,Phone Order
3243,06-02-2024,10:40,Sengupta Detergent,3,209.52,628.56,Credit,Walk-in
3244,06-02-2024,18:18,Cherian-Koshy Oil,5,46.72,233.6,Cash,Walk-in
3245,06-02-2024,19:32,"Dora, Pulses",3,195.84,587.53,Credit,Walk-in
3246,06-02-2024,21:21,Madan-Divan Chocolates,5,58.19,290.95,Cash,Walk-in
3247,06-02-2024,00:43,Srinivasan-Bassi Coffee,3,144.62,433.86,UPI,Walk-in
3248,06-02-2024,01:05,Raman Tea,1,232.85,232.85,UPI,Delivery
3249,06-02-2024,15:29,"Bobal, Salt",1,479.79,479.79,UPI,Walk-in
3250,06-02-2024,11:56,"Dugar, Biscuits",3,43.72,131.16,Credit,Walk-in
3251,06-02-2024,16:31,Jaggi-Sule Masala,1,350.41,350.41,Credit,Walk-in
3252,06-02-2024,02:42,Sant Dal,2,463.25,926.5,Cash,Phone Order
3253,06-02-2024,17:46,"Bobal, Salt",5,479.79,2398.95,Credit,Walk-in
3254,06-02-2024,01:30,Kaur-Sama Salt,2,123.45,246.9,Cash,Walk-in
3255,06-02-2024,13:48,"Kota, Namkeen",1,444.5,444.5,Cash,Walk-in
3256,06-02-2024,12:11,Dhillon-Karan Rice,3,12.73,38.19,Credit,Walk-in
3257,06-02-2024,17:27,Handa Soap,2,71.14,142.29,Cash,Walk-in
3258,06-02-2024,03:03,"Mani, Dal",1,382.78,382.78,Cash,Walk-in
3259,06-02-2024,05:44,Ravel-Prashad Biscuits,4,170.37,681.48,Credit,Walk-in
3260,06-02-2024,13:30,"Majumdar, Oil",2,44.32,88.63,Cash,Walk-in
3261,06-02-2024,09:25,Sant Dal,3,440.09,1320.26,Credit,Walk-in
3262,06-02-2024,16:52,Karpe Juice,1,13.02,13.02,Credit,Delivery
3263,06-02-2024,03:05,Ratta Soft Drinks,2,174.62,349.24,UPI,Walk-in
3264,06-02-2024,19:32,"Krishnamurthy, Masala",1,205.31,205.31,Cash,Phone Order
3265,06-02-2024,16:54,"Gade, Chips",4,368.28,1473.12,Credit,Walk-in
3266,06-02-2024,22:34,Dhillon-Karan Rice,5,11.46,57.28,Cash,Walk-in
3267,06-02-2024,13:10,Narasimhan Salt,2,19.07,38.14,UPI,Walk-in
3268,06-02-2024,10:53,Ratta Soft Drinks,3,174.62,523.86,UPI,Walk-in
3269,06-02-2024,18:32,"Sule, Masala",2,395.13,790.26,Cash,Walk-in
3270,06-02-2024,00:48,"Dalal, Coffee",3,185.81,557.43,UPI,Walk-in
3271,06-02-2024,22:08,"Ganesh, Soap",2,34.56,69.12,UPI,Delivery
3272,06-02-2024,07:26,Dave-Purohit Sugar,1,15.87,15.87,UPI,Walk-in
3273,06-02-2024,20:01,"Venkatesh, Shampoo",2,436.26,872.52,Credit,Walk-in
3274,06-02-2024,07:28,Ratta Soft Drinks,1,174.62,174.62,UPI,Walk-in
3275,06-02-2024,14:46,Karpe Juice,1,11.72,11.72,Cash,Walk-in
3276,06-02-2024,16:41,Lad Masala,5,298.41,1492.07,Cash,Walk-in
3277,06-02-2024,10:04,"Lata, Namkeen",4,449.83,1799.32,Credit,Walk-in
3278,06-02-2024,05:12,Chacko Soft Drinks,5,84.39,421.96,Credit,Walk-in
3279,06-02-2024,17:24,"Ganesh, Soap",3,34.56,103.68,Credit,Walk-in
3280,06-02-2024,08:11,Sunder-Kapadia Tea,3,298.51,895.53,Credit,Walk-in
3281,06-02-2024,07:56,Ravel-Prashad Biscuits,2,189.3,378.6,Credit,Walk-in
3282,06-02-2024,18:32,Sunder-Kapadia Tea,3,298.51,895.53,Cash,Phone Order
3283,06-02-2024,20:20,Yadav Rice,1,24.08,24.08,UPI,Walk-in
3284,06-02-2024,09:08,Kant Oil,4,143.02,572.09,Credit,Phone Order
3285,06-02-2024,23:30,Aurora-Madan Namkeen,1,91.87,91.87,UPI,Phone Order
3286,06-02-2024,02:19,Kari-Agate Juice,4,106.57,426.28,UPI,Walk-in
3287,06-02-2024,02:48,"Majumdar, Oil",2,49.24,98.48,Cash,Walk-in
3288,06-02-2024,09:39,Tiwari-Krishnan Chips,4,175.92,703.68,Cash,Walk-in
3289,06-02-2024,03:44,Tiwari-Krishnan Chips,5,166.66,833.31,UPI,Phone Order
3290,06-02-2024,16:14,Issac Soft Drinks,5,420.33,2101.65,UPI,Walk-in
3291,06-02-2024,03:45,"Bobal, Salt",1,479.79,479.79,Cash,Phone Order
3292,06-02-2024,14:52,Aurora-Madan Namkeen,3,91.87,275.61,UPI,Walk-in
3293,06-02-2024,15:41,"Manda, Coffee",4,56.6,226.4,UPI,Walk-in
3294,06-02-2024,00:14,"Narayan, Toothpaste",4,226.48,905.92,Credit,Walk-in
3295,06-02-2024,14:05,Jaggi-Sule Masala,4,350.41,1401.64,UPI,Walk-in
3296,06-02-2024,16:34,Sunder-Kapadia Tea,1,268.66,268.66,UPI,Delivery
3297,06-02-2024,10:11,Chandran-Vyas Toothpaste,5,173.39,866.92,Cash,Walk-in
3298,06-02-2024,20:28,Ahluwalia Pulses,1,486.59,486.59,Credit,Walk-in
3299,06-02-2024,08:39,"Dash, Soap",5,104.72,523.6,Cash,Walk-in
3300,06-02-2024,09:06,Ganguly-Loke Namkeen,4,94.2,376.81,UPI,Walk-in
3301,06-02-2024,14:50,"Dash, Soap",5,104.72,523.6,Credit,Walk-in
3302,06-02-2024,20:52,Devi-Chaudhry Masala,5,396.12,1980.58,Cash,Walk-in
3303,06-02-2024,15:03,Gour-Deo Toothpaste,5,402.05,2010.25,Credit,Walk-in
3304,06-02-2024,09:52,Gour-Deo Toothpaste,4,381.95,1527.79,Cash,Walk-in
3305,06-02-2024,12:36,Patil-Narain Pulses,5,433.27,2166.35,UPI,Phone Order
3306,06-02-2024,16:58,Dave-Purohit Sugar,4,16.71,66.84,Cash,Walk-in
3307,06-02-2024,18:10,Kade-Srinivasan Tea,3,106.39,319.17,Credit,Walk-in
3308,06-02-2024,14:17,Handa Soap,5,71.14,355.72,Credit,Delivery
3309,07-02-2024,17:56,Palla-Muni Biscuits,2,305.12,610.24,Credit,Walk-in
3310,07-02-2024,04:29,Ramesh Dal,2,40.62,81.24,UPI,Phone Order
3311,07-02-2024,15:08,"Sehgal, Salt",4,337.14,1348.54,Credit,Walk-in
3312,07-02-2024,21:48,"Suresh, Salt",4,241.93,967.71,Cash,Walk-in
3313,07-02-2024,14:59,Sha Tea,3,84.88,254.65,UPI,Phone Order
3314,07-02-2024,18:57,Bajaj Namkeen,2,295.2,590.4,Cash,Walk-in
3315,07-02-2024,23:15,"Majumdar, Oil",4,44.32,177.26,UPI,Delivery
3316,07-02-2024,14:47,Kade-Srinivasan Tea,5,111.99,559.95,Credit,Walk-in
3317,07-02-2024,01:50,"Suresh, Salt",4,254.66,1018.64,UPI,Walk-in
3318,07-02-2024,23:43,"Kota, Namkeen",4,444.5,1778.0,UPI,Phone Order
3319,07-02-2024,20:20,Ranganathan Pulses,3,241.18,723.55,Credit,Walk-in
3320,07-02-2024,03:55,Swamy Sugar,2,298.52,597.04,Cash,Phone Order
3321,07-02-2024,16:04,Madan-Divan Chocolates,4,58.19,232.76,Cash,Delivery
3322,07-02-2024,03:25,Sachar Rice,2,342.8,685.6,Credit,Walk-in
3323,07-02-2024,12:15,Sant Dal,2,463.25,926.5,UPI,Phone Order
3324,07-02-2024,18:35,Nayak Dal,1,207.03,207.03,Credit,Phone Order
3325,07-02-2024,21:43,Sant Dal,1,463.25,463.25,UPI,Walk-in
3326,07-02-2024,14:57,Upadhyay Soap,4,264.38,1057.54,Cash,Walk-in
3327,07-02-2024,20:47,Kant Oil,3,150.55,451.65,Credit,Walk-in
3328,07-02-2024,23:32,Chaudhry Rice,3,66.07,198.21,Cash,Walk-in
3329,07-02-2024,13:43,Wable Soft Drinks,2,416.72,833.44,Credit,Walk-in
3330,07-02-2024,18:56,Devi-Chaudhry Masala,4,440.13,1760.52,Credit,Phone Order
3331,07-02-2024,19:11,Handa Soap,1,75.1,75.1,UPI,Walk-in
3332,07-02-2024,08:59,Narasimhan Salt,1,18.12,18.12,Cash,Phone Order
3333,07-02-2024,23:30,Memon-Lall Wheat Flour,5,182.22,911.1,UPI,Walk-in
3334,07-02-2024,11:32,"Sehgal, Salt",3,319.39,958.18,Cash,Walk-in
3335,07-02-2024,23:17,"Saini, Juice",2,397.07,794.14,Cash,Walk-in
3336,07-02-2024,04:07,"Dash, Soap",4,104.72,418.88,Credit,Walk-in
3337,07-02-2024,19:55,Pall Detergent,3,265.6,796.8,Cash,Phone Order
3338,07-02-2024,06:20,"Bobal, Salt",3,455.8,1367.4,Credit,Delivery
3339,07-02-2024,17:53,"Malhotra, Wheat Flour",3,320.41,961.22,UPI,Walk-in
3340,07-02-2024,15:56,"Ganesh, Soap",2,34.56,69.12,UPI,Delivery
3341,07-02-2024,13:15,"Dash, Soap",1,104.72,104.72,UPI,Walk-in
3342,07-02-2024,17:48,"Suresh, Salt",2,254.66,509.32,Cash,Walk-in
3343,07-02-2024,16:28,Ganguly-Loke Namkeen,3,94.2,282.61,Credit,Walk-in
3344,07-02-2024,17:58,Nazareth Spices,5,22.84,114.2,UPI,Walk-in
3345,07-02-2024,09:08,Bajaj Namkeen,3,328.0,984.0,Cash,Delivery
3346,07-02-2024,22:27,"Atwal, Masala",4,269.94,1079.76,UPI,Walk-in
3347,07-02-2024,00:06,Kant Oil,3,150.55,451.65,Credit,Walk-in
3348,07-02-2024,03:18,Sethi Masala,2,319.4,638.8,Cash,Walk-in
3349,07-02-2024,03:27,Dave-Purohit Sugar,5,16.71,83.55,Credit,Phone Order
3350,07-02-2024,23:48,Dubey Dal,2,341.81,683.62,Credit,Delivery
3351,07-02-2024,20:32,Sethi Masala,5,319.4,1597.0,Credit,Walk-in
3352,07-02-2024,12:43,Swamy Sugar,3,314.23,942.69,Cash,Phone Order
3353,07-02-2024,04:24,Kant Oil,1,150.55,150.55,Credit,Walk-in
3354,07-02-2024,04:41,Naidu-Goyal Chips,2,411.18,822.36,UPI,Walk-in
3355,07-02-2024,21:46,Buch-Sehgal Coffee,4,448.09,1792.36,Credit,Phone Order
3356,07-02-2024,13:24,Bora-Bhalla Rice,5,79.53,397.65,Credit,Phone Order
3357,07-02-2024,17:46,"Lata, Namkeen",5,449.83,2249.15,Cash,Walk-in
3358,07-02-2024,12:27,"Barad, Salt",5,182.95,914.75,UPI,Delivery
3359,07-02-2024,21:47,Ranganathan Pulses,4,267.98,1071.92,UPI,Phone Order
3360,07-02-2024,07:54,Ahluwalia Pulses,4,437.93,1751.72,Credit,Walk-in
3361,07-02-2024,18:26,Lalla Detergent,5,199.83,999.15,Credit,Walk-in
3362,07-02-2024,19:02,Swaminathan Soap,1,249.52,249.52,Cash,Walk-in
3363,07-02-2024,22:44,Lalla Detergent,4,199.83,799.32,Credit,Delivery
3364,07-02-2024,05:48,Ramesh Dal,5,42.76,213.8,Cash,Phone Order
3365,07-02-2024,01:21,Sha Tea,1,89.35,89.35,Credit,Walk-in
3366,07-02-2024,13:40,Srinivasan-Bassi Coffee,2,144.62,289.24,UPI,Walk-in
3367,07-02-2024,19:05,"Sule, Masala",2,375.37,750.75,Cash,Delivery
3368,07-02-2024,17:39,Dave-Purohit Sugar,1,15.87,15.87,Cash,Delivery
3369,07-02-2024,13:41,Swamy Sugar,3,282.81,848.42,Credit,Walk-in
3370,07-02-2024,23:36,"Manda, Coffee",5,56.6,283.0,Cash,Walk-in
3371,07-02-2024,06:17,"Narayan, Toothpaste",4,226.48,905.92,Cash,Walk-in
3372,07-02-2024,10:43,"Sehgal, Salt",5,354.88,1774.4,Credit,Walk-in
3373,07-02-2024,08:13,Lad Masala,4,314.12,1256.48,Credit,Walk-in
3374,07-02-2024,16:39,Ratta Soft Drinks,2,174.62,349.24,Credit,Walk-in
3375,07-02-2024,14:55,Sekhon Pulses,4,16.83,67.32,UPI,Walk-in
3376,07-02-2024,18:29,"Majumdar, Oil",3,49.24,147.72,UPI,Phone Order
3377,07-02-2024,00:42,Narasimhan Salt,1,19.07,19.07,Credit,Walk-in
3378,07-02-2024,20:53,Chaudhry Rice,1,66.07,66.07,Cash,Walk-in
3379,07-02-2024,10:16,"Lata, Namkeen",2,449.83,899.66,UPI,Walk-in
3380,07-02-2024,17:09,Karpe Juice,1,13.02,13.02,Credit,Walk-in
3381,07-02-2024,07:02,Mitter-Ramanathan Dal,4,220.28,881.1,UPI,Walk-in
3382,07-02-2024,13:07,Bora-Bhalla Rice,3,79.53,238.59,UPI,Phone Order
3383,07-02-2024,04:16,"Vasa, Chocolates",4,448.89,1795.58,Credit,Walk-in
3384,07-02-2024,11:34,Mitter-Ramanathan Dal,2,244.75,489.5,Cash,Walk-in
3385,07-02-2024,09:12,"Dalal, Coffee",3,195.59,586.77,Cash,Delivery
3386,07-02-2024,08:02,Raman Tea,4,258.72,1034.88,Credit,Walk-in
3387,07-02-2024,21:52,Kaur-Sama Salt,4,123.45,493.8,Cash,Delivery
3388,07-02-2024,08:59,Madan-Divan Chocolates,5,58.19,290.95,UPI,Delivery
3389,07-02-2024,11:51,Joshi Coffee,1,323.99,323.99,UPI,Phone Order
3390,07-02-2024,03:17,"Suresh, Salt",4,241.93,967.71,Credit,Delivery
3391,07-02-2024,19:36,"Manda, Coffee",5,50.94,254.7,Credit,Walk-in
3392,07-02-2024,00:19,Patil-Narain Pulses,5,389.94,1949.72,Credit,Walk-in
3393,07-02-2024,11:46,"Bobal, Salt",5,431.81,2159.06,UPI,Walk-in
3394,07-02-2024,02:50,Narasimhan Salt,2,19.07,38.14,UPI,Phone Order
3395,07-02-2024,16:09,Karpe Juice,5,13.02,65.1,UPI,Walk-in
3396,07-02-2024,18:38,"Sule, Masala",5,375.37,1876.87,UPI,Walk-in
3397,07-02-2024,11:29,Raman Tea,4,258.72,1034.88,UPI,Walk-in
3398,07-02-2024,08:07,Patil-Narain Pulses,5,433.27,2166.35,Credit,Delivery
3399,07-02-2024,19:42,"Sehgal, Salt",5,337.14,1685.68,Cash,Walk-in
3400,07-02-2024,13:45,Upadhyay Soap,1,278.3,278.3,Credit,Walk-in
3401,07-02-2024,21:09,Rao-Bansal Spices,4,130.9,523.6,Cash,Walk-in
3402,07-02-2024,16:00,"Bobal, Salt",3,431.81,1295.43,UPI,Walk-in
3403,07-02-2024,01:30,"Saini, Juice",1,397.07,397.07,Cash,Walk-in
3404,07-02-2024,07:17,Swaminathan Soap,4,249.52,998.1,UPI,Walk-in
3405,07-02-2024,03:53,Dubey Dal,1,341.81,341.81,UPI,Walk-in
3406,07-02-2024,10:06,"Ganesh, Soap",3,34.56,103.68,Credit,Walk-in
3407,07-02-2024,01:40,Memon-Lall Wheat Flour,5,182.22,911.1,Credit,Walk-in
3408,07-02-2024,21:07,Sant Dal,1,440.09,440.09,UPI,Walk-in
3409,07-02-2024,02:08,Sachar Rice,2,380.89,761.78,UPI,Walk-in
3410,07-02-2024,01:11,Madan-Divan Chocolates,1,55.28,55.28,UPI,Walk-in
3411,07-02-2024,18:23,"Lata, Namkeen",2,449.83,899.66,Credit,Walk-in
3412,07-02-2024,06:34,Gour-Deo Toothpaste,5,381.95,1909.74,Credit,Walk-in
3413,07-02-2024,18:27,"Venkatesh, Shampoo",1,436.26,436.26,Credit,Delivery
3414,07-02-2024,23:25,Jaggi-Sule Masala,4,332.89,1331.56,Cash,Delivery
3415,07-02-2024,06:35,"Manda, Coffee",1,56.6,56.6,Cash,Walk-in
3416,07-02-2024,02:45,"Dora, Pulses",4,206.15,824.6,UPI,Walk-in
3417,07-02-2024,23:24,"Krishnamurthy, Masala",3,205.31,615.93,UPI,Delivery
3418,07-02-2024,04:45,Aurora-Madan Namkeen,3,91.87,275.61,Credit,Walk-in
3419,07-02-2024,22:03,Aurora-Madan Namkeen,4,87.28,349.11,Credit,Walk-in
3420,07-02-2024,08:20,Mangat Soft Drinks,3,346.56,1039.68,Credit,Delivery
3421,07-02-2024,03:00,Swamy Sugar,2,298.52,597.04,Cash,Walk-in
3422,07-02-2024,01:06,"Dalal, Coffee",2,176.03,352.06,Credit,Walk-in
3423,07-02-2024,01:33,Chacko Soft Drinks,5,93.77,468.85,Cash,Walk-in
3424,07-02-2024,15:42,Sha Tea,3,80.41,241.24,Credit,Walk-in
3425,07-02-2024,00:02,Chhabra-Aurora Tea,1,414.52,414.52,UPI,Walk-in
3426,07-02-2024,19:40,Lalla Detergent,5,199.83,999.15,UPI,Walk-in
3427,07-02-2024,22:54,Datta-Solanki Soap,1,403.41,403.41,Cash,Walk-in
3428,08-02-2024,07:53,Sachar Rice,3,380.89,1142.67,Cash,Walk-in
3429,08-02-2024,04:42,Cherian-Koshy Oil,5,46.72,233.6,Credit,Walk-in
3430,08-02-2024,05:58,Palla-Muni Biscuits,4,305.12,1220.48,Cash,Walk-in
3431,08-02-2024,02:52,Kade-Srinivasan Tea,5,111.99,559.95,Cash,Phone Order
3432,08-02-2024,06:56,Issac Soft Drinks,3,420.33,1260.99,Credit,Delivery
3433,08-02-2024,07:56,Kari-Agate Juice,5,106.57,532.85,UPI,Phone Order
3434,08-02-2024,17:01,"Krishnamurthy, Masala",2,195.04,390.09,Credit,Walk-in
3435,08-02-2024,06:53,"Narayan, Toothpaste",1,203.83,203.83,Cash,Walk-in
3436,08-02-2024,01:04,"Manda, Coffee",5,50.94,254.7,Cash,Walk-in
3437,08-02-2024,19:49,"Saini, Juice",4,419.13,1676.52,UPI,Walk-in
3438,08-02-2024,14:17,"Narayan, Toothpaste",5,203.83,1019.16,UPI,Walk-in
3439,08-02-2024,02:50,Datta-Solanki Soap,5,403.41,2017.05,Cash,Phone Order
3440,08-02-2024,11:15,"Vasa, Chocolates",4,448.89,1795.58,Credit,Phone Order
3441,08-02-2024,03:10,Wable Soft Drinks,2,375.05,750.1,Cash,Walk-in
3442,08-02-2024,12:33,Swamy Sugar,4,314.23,1256.92,Cash,Walk-in
3443,08-02-2024,08:26,Jaggi-Sule Masala,2,350.41,700.82,Credit,Walk-in
3444,08-02-2024,19:00,Suri Coffee,4,312.24,1248.95,Cash,Delivery
3445,08-02-2024,07:59,Handa Soap,1,75.1,75.1,Cash,Walk-in
3446,08-02-2024,12:25,"Bobal, Salt",3,479.79,1439.37,Credit,Walk-in
3447,08-02-2024,16:57,Naidu-Bhandari Rice,2,237.64,475.28,Credit,Walk-in
3448,08-02-2024,18:24,"Barad, Salt",2,182.95,365.9,UPI,Walk-in
3449,08-02-2024,15:55,"Manda, Coffee",5,50.94,254.7,UPI,Walk-in
3450,08-02-2024,22:29,Ramesh Dal,4,42.76,171.04,Credit,Phone Order
3451,08-02-2024,19:32,"Parsa, Chocolates",2,452.18,904.36,Credit,Phone Order
3452,08-02-2024,17:49,Naidu-Goyal Chips,1,411.18,411.18,Credit,Walk-in
3453,08-02-2024,10:11,Ahluwalia Pulses,4,437.93,1751.72,Cash,Walk-in
3454,08-02-2024,19:59,Palla-Muni Biscuits,4,321.18,1284.72,Credit,Delivery
3455,08-02-2024,22:48,Naidu-Bhandari Rice,1,225.76,225.76,Cash,Walk-in
3456,08-02-2024,07:21,"Sanghvi, Wheat Flour",3,86.8,260.39,UPI,Phone Order
3457,08-02-2024,19:18,Naidu-Bhandari Rice,5,213.88,1069.38,Cash,Walk-in
3458,08-02-2024,05:39,Aurora-Madan Namkeen,3,91.87,275.61,Cash,Walk-in
3459,08-02-2024,23:14,"Saini, Juice",4,441.19,1764.76,UPI,Walk-in
3460,08-02-2024,01:27,Ranganathan Pulses,4,241.18,964.73,Credit,Walk-in
3461,08-02-2024,11:18,Raman Toothpaste,4,10.9,43.6,Credit,Walk-in
3462,08-02-2024,17:19,Ranganathan Pulses,5,254.58,1272.9,UPI,Walk-in
3463,08-02-2024,15:07,Jaggi-Sule Masala,2,315.37,630.74,UPI,Walk-in
3464,08-02-2024,03:02,"Ganesh, Soap",2,34.56,69.12,Credit,Delivery
3465,08-02-2024,21:29,Madan-Divan Chocolates,5,52.37,261.86,UPI,Walk-in
3466,08-02-2024,05:22,"Sanghvi, Wheat Flour",2,91.62,183.24,UPI,Phone Order
3467,08-02-2024,23:01,Ranganathan Pulses,4,267.98,1071.92,Cash,Walk-in
3468,08-02-2024,10:02,Naidu-Goyal Chips,1,411.18,411.18,UPI,Walk-in
3469,08-02-2024,20:57,"Barad, Salt",3,164.66,493.96,Credit,Delivery
3470,08-02-2024,01:02,Buch-Sehgal Coffee,1,448.09,448.09,UPI,Walk-in
3471,08-02-2024,14:49,Sethi Masala,2,303.43,606.86,Credit,Walk-in
3472,08-02-2024,14:33,Kaur-Sama Salt,1,117.28,117.28,UPI,Phone Order
3473,08-02-2024,02:22,"Kota, Namkeen",3,444.5,1333.5,UPI,Walk-in
3474,08-02-2024,13:40,Datta-Solanki Soap,4,383.24,1532.96,UPI,Walk-in
3475,08-02-2024,14:12,Dubey Dal,3,307.63,922.89,Cash,Walk-in
3476,08-02-2024,23:20,Yadav Rice,2,21.67,43.34,Cash,Delivery
3477,08-02-2024,11:20,Chacko Soft Drinks,5,93.77,468.85,UPI,Walk-in
3478,08-02-2024,09:21,Sethi Masala,4,287.46,1149.84,Cash,Walk-in
3479,08-02-2024,05:11,Aurora-Madan Namkeen,1,91.87,91.87,Cash,Walk-in
